가맹점명,서울페이업종명,우편번호,자치구명,기본주소,상세주소
웰빙헤어살롱  나무,생활/리빙,3935,마포구 ,서울  마포구  성산2동 450  시영아파트제1상가  123,
강서5호점 공항동 우리동네키움센터,보건/복지,7808,강서구 ,"서울특별시 강서구 공항대로 124 (마곡동, 마곡엠밸리11단지)",1105동  1층 101호
정릉손칼국수,음식점/식음료업,2816,성북구 ,서울특별시 성북구 정릉로36길 35 (정릉동),
(봄빛)베스트 산후도우미 서초강남점,기타,6651,서초구 ,"서울 서초구 사임당로 28,",
주식회사 웹스미디어,디자인/인쇄,6707,서초구 ,서울 서초구 명달로,"43, 3층 (방배동,유성빌딩)"
지디인테리어,건축/철물,8267,구로구 ,서울 구로구 고척로,86 (개봉동)
연프로콜밴,기타,7717,강서구 ,서울 강서구 화곡로20길,"33-11, 202호 (화곡동,더홈)"
다인디자인,디자인/인쇄,8620,금천구 ,서울시 금천구 시흥대로84다길 4,다인디자인
디엠씨DMC소나무3034001공인중개사사무소,부동산/임대,3711,서대문구,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",203동 상가104-1호 소나무공인중개사사무소
으뜸악기,의류/잡화,3140,종로구 ,"서울특별시 종로구 삼일대로 428, 193호 (낙원동, 낙원상가2층)",으뜸악기
순대실록남부터미널점,음식점/식음료업,6653,서초구 ,서울특별시 서초구 효령로53길 23 (서초동),1층
가리온,의류/잡화,3198,종로구 ,서울 종로구 종로,"266 (종로6가,동대문종합시장A동5층5154-1호)"
이에스지(ESG)글로벌교육문화협회,기술/기능 교육,8753,관악구 ,서울 관악구 봉천로,"270, 504호 (신림동,에르스떼)"
몬스터 돈까스 호프,음식점/식음료업,5510,송파구 ,서울 송파구 올림픽로,"289, B1층107호 (신천동,잠실시그마타워)"
만복집,음식점/식음료업,5737,송파구 ,"서울특별시 송파구 성내천로 129 (마천동, 극동그린하우스)",1층
케이(K)-데이터 복구센터,기타,4516,중구   ,서울 중구 서소문로,"103, 7층 721호 (서소문동,배재빌딩)"
뿌리깊은심화수학교습소,기술/기능 교육,8015,양천구 ,서울 양천구 신목로,"70-1, 4층 (신정동)"
흰 종이에 달이 스치운다,기타,3427,은평구 ,서울 은평구 서오릉로21길,"36, 102동 204호 (구산동,갈현현대아파트)"
맘카페,음식점/식음료업,8772,관악구 ,서울 관악구 난곡로,"270, 2층 202호 (신림동,승지빌딩)"
두호콜밴,기타,7662,강서구 ,서울 강서구 까치산로18길,7-34 (화곡동)
